id_farmakou,onoma_farmakou,energi_ousia
522,Abiraterone Olpha,Abiraterone Acetate
523,Abiraterone Olpha,Abiraterone Acetate
524,Abiraterone Olpha,Abiraterone Acetate
525,Abiraterone Olpha 250 Mg,Abiraterone Acetate
526,Abiraterone Pharmascience,Abiraterone Acetate
527,Abiraterone Pharmazac,Abiraterone Acetate
528,Abiraterone Pharmazac,Abiraterone Acetate
529,Abiraterone Pharmevid,Abiraterone Acetate
530,Abiraterone Qilu,Abiraterone Acetate
531,Abiraterone Qilu,Abiraterone Acetate
532,Abiraterone Qilu,Abiraterone Acetate
533,Abiraterone Qilu,Abiraterone Acetate
534,Abiraterone Qilu,Abiraterone Acetate
535,Abiraterone Qilu,Abiraterone Acetate
536,Abiraterone Qilu Pharma Spain,Abiraterone Acetate
537,Abiraterone Rafarm,Abiraterone Acetate
538,Abiraterone Richter,Abiraterone Acetate
539,Abiraterone Rowa,Abiraterone Acetate
540,Abiraterone Sandoz,Abiraterone Acetate
541,Abiraterone Sandoz,Abiraterone Acetate
542,Abiraterone Sandoz,Abiraterone Acetate
543,Abiraterone Sandoz,Abiraterone Acetate
544,Abiraterone Sandoz,Abiraterone Acetate
545,Abiraterone Sandoz,Abiraterone Acetate
546,Abiraterone Sandoz,Abiraterone Acetate
547,Abiraterone Sandoz,Abiraterone Acetate
548,Abiraterone Sandoz,Abiraterone Acetate
549,Abiraterone Sandoz,Abiraterone Acetate
550,Abiraterone Sandoz,Abiraterone Acetate
551,Abiraterone Sandoz,Abiraterone Acetate
552,Abiraterone Sandoz Gmbh,Abiraterone Acetate
553,Abiraterone Sapiens,Abiraterone Acetate
554,Abiraterone Stada,Abiraterone Acetate
555,Abiraterone Stada,Abiraterone Acetate
556,Abiraterone Stada,Abiraterone Acetate
557,Abiraterone Stada,Abiraterone Acetate
558,Abiraterone Stada,Abiraterone Acetate
559,Abiraterone Stada,Abiraterone Acetate
560,Abiraterone Stada,Abiraterone Acetate
561,Abiraterone Stada,Abiraterone Acetate
562,Abiraterone Stada,Abiraterone Acetate
563,Abiraterone Stada,Abiraterone Acetate
564,Abiraterone Sun,Abiraterone Acetate
565,Abiraterone Sun,Abiraterone Acetate
566,Abiraterone Sun Pharmaceutical Industries Europe,Abiraterone Acetate
567,Abiraterone Synthon,Abiraterone Acetate
568,Abiraterone Synthon,Abiraterone Acetate
569,Abiraterone Synthon,Abiraterone Acetate
570,Abiraterone Tecnigen,Abiraterone Acetate
571,Abiraterone Tecnigen,Abiraterone Acetate
572,Abiraterone Teva,Abiraterone Acetate
573,Abiraterone Teva,Abiraterone Acetate
574,Abiraterone Teva,Abiraterone Acetate
575,Abiraterone Teva,Abiraterone Acetate
576,Abiraterone Teva,Abiraterone Acetate
577,Abiraterone Torrent Pharma (Uk),Abiraterone Acetate
578,Abiraterone Vipharm,Abiraterone Acetate
579,Abiraterone Vipharm,Abiraterone Acetate
580,Abiraterone Vipharm,Abiraterone Acetate
581,Abiraterone Vipharm,Abiraterone Acetate
582,Abiraterone Vivanta,Abiraterone
583,Abiraterone Vivanta,Abiraterone Acetate
584,Abiraterone Vivanta,Abiraterone Acetate
585,Abiraterone Vivanta,Abiraterone Acetate
586,Abiraterone Vivanta,Abiraterone Acetate
587,Abiraterone Vocate,Abiraterone Acetate
588,Abiraterone Wockhardt Uk,Abiraterone Acetate
589,Abiraterone Zentiva,Abiraterone Acetate
590,Abiraterone Zentiva,Abiraterone Acetate
591,Abiraterone Zentiva,Abiraterone Acetate
592,Abiraterone Zentiva,Abiraterone Acetate
593,Abiraterone Zentiva,Abiraterone Acetate
594,Abiraterone Zentiva,Abiraterone Acetate
595,Abiraterone Zentiva,Abiraterone Acetate
596,Abiraterone Zentiva,Abiraterone Acetate
597,Abiraterone Zentiva,Abiraterone Acetate
598,Abiraterone Zentiva,Abiraterone Acetate
599,Abiraterone Zentiva,Abiraterone Acetate
600,Abiraterone Zentiva,Abiraterone Acetate
601,Abiraterone Zydus,Abiraterone
602,Abis,Amlodipine Besilate
603,Abisax,Bilastine
604,Abisax,Bilastine
605,Abisax,Bilastine
606,Abix,Hydrocortisone
607,Abmetfina Xr,Metformin Hydrochloride
608,Abnoba,Viscum Album Abietis Ex Herba Recente Col. D30
609,Abnobaviscum Abietis,Extract Of Fresh Fir Mistletoe Herb
610,Abnobaviscum Abietis,"Extract Of Phoradendron Leucarpum Herb (1:50), Extraction Solvent: Sodium Monohydrogen Phosphate Dihydrate, Ascorbic Acid And Water For Injection (2.03:0.34:97.63)"
611,Abnobaviscum Amygdali,Extract Of Fresh Almond Mistletoe Herb
612,Abnobaviscum Betulae,Extract Of Fresh Birch Mistletoe Herb
613,Abnobaviscum Crataegi,Extract Of Fresh Hawthorn Mistletoe Herb
614,Abnobaviscum Crataegi,"Extract Of Phoradendron Leucarpum Herb (1:50), Extraction Solvent: Sodium Monohydrogen Phosphate Dihydrate, Ascorbic Acid And Water For Injection (2.03:0.34:97.63)"
615,Abnobaviscum Fraxini,Extract Of Fresh Ash Mistletoe Herb
616,Abnobaviscum Fraxini,Viscum Album Fraxini Ex Herba Recente Col. D10
617,Abnobaviscum Fraxini,Viscum Album Fraxini Ex Herba Recente Col. D20
618,Abnobaviscum Fraxini,Viscum Album Fraxini Ex Herba Recente Col. D30
619,Abnobaviscum Mali,"Extract Of Apple Tree Mistletoe (1:50), Extraction Solvents: Sodium Monohydrogen Phosphate Dihydrate, Ascorbic Acid, Water For Injections (2.03:0.34:97.63)"
620,Abnobaviscum Pini,Extract Of Fresh Pine Mistletoe Herb
621,Abnobaviscum Quercus,Extract Of Fresh Oak Mistletoe Herb
622,Abnobaviscum Quercus,"Extract Of Phoradendron Leucarpum Herb (1:50), Extraction Solvent: Sodium Monohydrogen Phosphate Dihydrate, Ascorbic Acid And Water For Injection (2.03:0.34:97.63)"
623,Abnobaviscum Quercus,Viscum Album Quercus Ex Herba Recente Col. D6
624,Abolibe Forte,Ginkgo Biloba Extract
625,A-Bomin,"Echinacea Dil. D2, Gelsemium Sempervirens Dil. D4, Ammi Visnaga Dil. D 2, Blatta Orientalis Urt., Cetraria Islandica Dil. D 3, Datura Stramonium Dil. D 4, Euspongia Officinalis Dil. D 3, Natrium Sulfuricum Dil. D 4, Selenicereus Grandiflorus Dil. D 1, Matricaria Recutita Dil. D3, Grindelia Robusta Mother Tincture, Eriodictyon Californicum Dil. D2, Psychotria Ipecacuanha Dil. D4, Drosera Dil. D2"
626,Abormib,Bortezomib
627,Abormib,Bortezomib
628,Aboxoma,Apixaban
629,Aboxoma,Apixaban
630,Aboxoma,Apixaban
631,Aboxoma,Apixaban
632,Aboxoma,Apixaban
633,Aboxoma,Apixaban
634,Aboxoma,Apixaban
635,Aboxoma,Apixaban
636,Aboxoma,Apixaban
637,Aboxoma,Apixaban
638,Aboxoma,Apixaban
639,Abradel,Brimonidine Tartrate
640,Abrasone Rectal,"Fluocinonide, Hexetidine, Ruscogenin"
641,Abraxane,Paclitaxel Albumin-Bound
642,Abraxane,Paclitaxel Albumin-Bound
643,Abraxane,Paclitaxel Albumin-Bound
644,Abraxane,Paclitaxel Albumin-Bound
645,Abrea,Acetylsalicylic Acid
646,Abrea,Acetylsalicylic Acid
647,Abrea,Acetylsalicylic Acid
648,Abriff,"Fluticasone Propionate, Formoterol Fumarate Dihydrate"
649,Abriff,"Fluticasone Propionate, Formoterol Fumarate Dihydrate"
650,Abrilar,"Dry Extract Of Hederae Folium (5-7.5:1), Extraction Solvent: Ethanol 30% (M/M)"
651,Abrilia,Bilastine
652,Abrion,Ibandronic Acid
653,Abrix,Vortioxetine
654,Abrobion,Ambroxol Hydrochloride
655,Abrysvo,"Respiratory Syncytial Virus, Subgroup A, Stabilized Prefusion F Protein 847a, Respiratory Syncytial Virus, Subgroup B, Stabilized Prefusion F Protein 847b"
656,Abrysvo,"Respiratory Syncytial Virus, Subgroup A, Stabilized Prefusion F Protein 847a, Respiratory Syncytial Virus, Subgroup B, Stabilized Prefusion F Protein 847b"
657,Abrysvo,"Respiratory Syncytial Virus, Subgroup A, Stabilized Prefusion F Protein 847a, Respiratory Syncytial Virus, Subgroup B, Stabilized Prefusion F Protein 847b"
658,Abrysvo,"Respiratory Syncytial Virus, Subgroup A, Stabilized Prefusion F Protein 847a, Respiratory Syncytial Virus, Subgroup B, Stabilized Prefusion F Protein 847b"
659,Abseamed,Epoetin Alfa
660,Abseamed,Epoetin Alfa
661,Abseamed,Epoetin Alfa
662,Absenor,Sodium Valproate
663,Absenor,Sodium Valproate
664,Absenor,Sodium Valproate
665,Absenor Depot,Sodium Valproate
666,Absinthium D1 / Resina Laricis D3 Aa,"Artemisia Absinthium Ex Herba Siccata, Ethanol. Infusum Ø, Terebinthina Laricina Dil. D3"
667,Absken,Prucalopride
668,Absken,Prucalopride
669,Absken,Prucalopride
670,Absorcol,Ezetimibe
671,Absorcol,Ezetimibe
672,Abstral,Fentanyl
673,Abstral,Fentanyl
674,Abstral,Fentanyl
675,Abstral,Fentanyl
676,Abstral,Fentanyl
677,Abstral,Fentanyl
678,Abstral,Fentanyl
679,Abstral,Fentanyl
680,Abstral,Fentanyl
681,Abstral,Fentanyl
682,Abstral,Fentanyl
683,Abstral,Fentanyl
684,Abstral,Fentanyl
685,Abstral,Fentanyl
686,Abstral,Fentanyl Citrate
687,Abszess-Ilon,"Terebinthina Laricina, Terebinthinae Aetheroleum Rectificatum"
688,Abt Strabo Blasen- Und Nierentee,Betulae Folium
689,Abt Strabo Hals-Rachentee,Sage Leaf (Salvia Officinalis)
690,Abt Strabo Husten-Bronchialtee,Thyme
691,Abt Strabo Magen-Darmtee,Matricariae Flos
692,Abt Strabo Schlaf-Nerventee,Melissa Leaf
693,Abtard,Oxycodone Hydrochloride
694,Abtard,Oxycodone Hydrochloride
695,Abufene,Beta-Alanine
696,Abufene,Beta-Alanine
697,Abutrax,Paclitaxel
698,Abutrax,Paclitaxel
699,Abutrax,Paclitaxel
700,Abuxar,Febuxostat
701,Abuxar,Febuxostat
702,Abyca,Aripiprazole
703,Acadimox,"Amoxicillin, Clavulanic Acid"
704,Acalka,Potassium Citrate
705,Acalka,Potassium Citrate
706,Acamba,Travoprost
707,Acamprosat Viatris,Acamprosate Calcium
708,Acamprosate Biogaran,Acamprosate Calcium
709,Acamprosate Generics [uk] Ltd,Acamprosate Calcium
710,Acamprosate Strandhaven  Somex Pharma,Acamprosate Calcium
711,Acamprosate Viatris,Acamprosate Calcium
712,Acapril,Ramipril
713,Acara,Risedronate Sodium
714,Acara Trio,"Calcium Carbonate, Cholecalciferol Concentrate | Risedronate Sodium"
715,Acara Trio,"Calcium Carbonate, Cholecalciferol Concentrate | Risedronate Sodium"
716,Acarbosa Farmalider,Acarbose
717,Acarbosa Qualigen,Acarbose
718,Acarbosa Tarbis,Acarbose
719,Acarbosa Tecnigen,Acarbose
720,Acarbosa Viatris,Acarbose
721,Acarbose Abz,Acarbose
722,Acarbose Al,Acarbose
723,Acarbose Arrow,Acarbose
724,Acarbose Arrow Lab,Acarbose
725,Acarbose Aurovitas,Acarbose
726,Acarbose Berar Laboratórios Basi - Indústria Farmacêutica,Acarbose
727,Acarbose Biogaran,Acarbose
728,Acarbose Bluepharma,Acarbose
729,Acarbose Crescent Pharma,Acarbose
730,Acarbose Dura,Acarbose
731,Acarbose Eg,Acarbose
732,Acarbose Establix,Acarbose
733,Acarbose Farmoz,Acarbose
734,Acarbose Friulchem,Acarbose
735,Acarbose Generics [uk] Ltd,Acarbose
736,Acarbose Generis,Acarbose
737,Acarbose Genevida,Acarbose
738,Acarbose Glenmark Pharmaceuticals Europe,Acarbose
739,Acarbose Morningside Healthcare,Acarbose
740,Acarbose Mylan,Acarbose
741,Acarbose Sandoz,Acarbose
742,Acarbose Stada,Acarbose
743,Acarbose Viatris,Acarbose
744,Acarbose Viatris,Acarbose
745,Acarbose Zentiva,Acarbose
746,Acarbosio Aurobindo,Acarbose
747,Acarbosio Doc Generici,Acarbose
748,Acarbosio Tecnigen,Acarbose
749,Acard,Acetylsalicylic Acid
750,Acard,Acetylsalicylic Acid
751,Acard Cor,Acetylsalicylic Acid
752,Acard Pro,Acetylsalicylic Acid
753,Acarden,Carvedilol
754,Acarilbial,Benzyl Benzoate
755,Acarilbial,Benzyl Benzoate
756,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
757,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
758,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
759,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
760,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
761,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
762,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
763,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
764,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
765,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
766,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
767,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
768,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
769,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
770,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
771,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
772,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
773,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
774,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
775,Acarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
776,Acarphage,Acarbose
777,Acatar Acti Form,Phenylephrine Hydrochloride
778,Acatar Acti-Tabs,"Pseudoephedrine Hydrochloride, Triprolidine Hydrochloride"
779,Acatar Allergy,Azelastine Hydrochloride
780,Acatar Care,Oxymetazoline Hydrochloride
781,Acatar Care Kids,Oxymetazoline Hydrochloride
782,Acatar Control,Oxymetazoline Hydrochloride
783,Acatar Mono,Dextromethorphan Hydrobromide
784,Acatar Mono,Dextromethorphan Hydrobromide
785,Acatar Zatoki,"Pseudoephedrine Hydrochloride, Ibuprofen"
786,Acatar Zatoki Tabs,"Phenylephrine Hydrochloride, Ibuprofen"
787,Acc,Acetylcysteine
788,Acc,Acetylcysteine
789,Acc,Acetylcysteine
790,Acc,Acetylcysteine
791,Acc,Acetylcysteine
792,Acc,Acetylcysteine
793,Acc,Acetylcysteine
794,Acc,Acetylcysteine
795,Acc,Acetylcysteine
796,Acc,Acetylcysteine
797,Acc,Acetylcysteine
798,Acc,Acetylcysteine
799,Acc,Acetylcysteine
800,Acc,Acetylcysteine
801,Acc,Acetylcysteine
802,Acc,Acetylcysteine
803,Acc Akut Hustenlöser,Acetylcysteine
804,Acc Akut Z Hustenlöser,Acetylcysteine
805,Acc Classic,Acetylcysteine
806,Acc Cu Aroma De Mure,Acetylcysteine
807,Acc Direkt,Acetylcysteine
808,Acc Direkt Hexal  Ag,Acetylcysteine
809,Acc Fluidificante E Antidoto,Acetylcysteine
810,Acc Hexal  Ag,Acetylcysteine
811,Acc Hot,Acetylcysteine
812,Acc Hot,Acetylcysteine
813,Acc Injekt,Acetylcysteine
814,Acc Injekt,Acetylcysteine
815,Acc Junior,Acetylcysteine
816,Acc Junior,Acetylcysteine
817,Acc Kindersaft,Acetylcysteine
818,Acc Kindersaft Hexal  Ag,Acetylcysteine
819,Acc Lămâie Şi Miere,Acetylcysteine
820,Acc Long,Acetylcysteine
821,Acc Long,Acetylcysteine
822,Acc Long,Acetylcysteine
823,Acc Long,Acetylcysteine
824,Acc Long,Acetylcysteine
825,Acc Long,Acetylcysteine
826,Acc Long Instant,Acetylcysteine
827,Acc Neo,Acetylcysteine
828,Acc Optima,Acetylcysteine
829,Acc Optima Active,Acetylcysteine
830,Acc Tabs,Acetylcysteine
831,Accarizax,"Dermatophagoides Pteronyssinus, Dermatophagoides Farinae"
832,Accofil,Filgrastim
833,Accofil,Filgrastim
834,Accofil,Filgrastim
835,Accofil,Filgrastim
836,Accrete D3,"Colecalciferol, Calcium"
837,Accrete D3 One A Day,"Colecalciferol, Calcium Carbonate"
838,Accupaque,Iohexol
839,Accupaque,Iohexol
840,Accupaque,Iohexol
841,Accusol 35,"Glucose, Anhydrous, Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate"
842,Accusol 35,"Glucose, Anhydrous, Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate"
843,Accusol 35,"Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, D-Glucose"
844,Accusol 35,"Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate"
845,Accusol 35,"Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate"
846,Accusol 35,"Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate"
847,Accusol 35,"Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate"
848,Accusol 35,"Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate"
849,Accusol 35,"Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate"
850,Accusol 35,"Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate"
851,Accusol 35,"Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate"
852,Accusol 35 Kalium,"Glucose, Anhydrous, Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate"
853,Accusol 35 Potassium,"Glucose, Anhydrous, Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate"
854,Accusol 35 Potassium,"Glucose, Anhydrous, Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate"
855,Accusol 35 Potassium,"Glucose, Anhydrous, Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate"
856,Accusol 35 Potassium,"Glucose, Anhydrous, Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate"
857,Accusol 35 Potassium,"Glucose, Anhydrous, Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate"
858,Accusol 35 Potassium,"Glucose, Anhydrous, Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate"
859,Accusol 35 Potassium,"Glucose, Anhydrous, Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate"
860,Accusol Con Potassio 35,"Glucose, Anhydrous, Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate"
861,Accu-Thyrox,Levothyroxine Sodium
862,Accu-Thyrox,Levothyroxine Sodium
863,Accu-Thyrox,Levothyroxine Sodium
864,Accu-Thyrox,Levothyroxine Sodium
865,Acea,Metronidazole
866,Acebis,"Bisoprolol Fumarate, Ramipril"
867,Acebutolol Almus,Acebutolol Hydrochloride
868,Acebutolol Arrow Lab,Acebutolol Hydrochloride
869,Acebutolol Biogaran,Acebutolol Hydrochloride
870,Acebutolol Cristers,Acebutolol
871,Acebutolol Cristers,Acebutolol
872,Acebutolol Eg,Acebutolol
873,Acebutolol Eg,Acebutolol Hydrochloride
874,Acebutolol Gedeon Richter,Acebutolol
875,Acebutolol Hydrochloride Aurobindo,Acebutolol
876,Acebutolol Lp Zentiva,Acebutolol Hydrochloride
877,Acebutolol Milpharm,Acebutolol
878,Acebutolol Sandoz,Acebutolol Hydrochloride
879,Acebutolol Teva,Acebutolol Hydrochloride
880,Acebutolol Viatris,Acebutolol Hydrochloride
881,Acebutolol Zentiva,Acebutolol Hydrochloride
882,Acebutolol Zydus,Acebutolol
883,Acecardin,Acetylsalicylic Acid
884,Acecardin,Acetylsalicylic Acid
885,Aceclofen,"Diclofenac Sodium, Paracetamol"
886,Aceclofen,"Diclofenac Sodium, Paracetamol"
887,Aceclofenac Accord,Aceclofenac
888,Aceclofenac Accord,Aceclofenac
889,Aceclofenac Accord,Aceclofenac
890,Aceclofenac Accord Healthcare,Aceclofenac
891,Aceclofenac Alter,Aceclofenac
892,Aceclofenac Biogaran,Aceclofenac
893,Aceclofenac Double-E Pharma,Aceclofenac
894,Aceclofenac Eg,Aceclofenac
895,Aceclofenac Eg,Aceclofenac
896,Aceclofenac Eg,Aceclofenac
897,Aceclofenac Eg Labo,Aceclofenac
898,Aceclofenac Generis,Aceclofenac
899,Aceclofenac Holsten,Aceclofenac
900,Aceclofenac Mylan,Aceclofenac
901,Aceclofenac Orion,Aceclofenac
902,Aceclofenac Ratiopharm,Aceclofenac
903,Aceclofenac Rivopharm,Aceclofenac
904,Aceclofenac Rivopharm,Aceclofenac
905,Aceclofenac Rivopharm Uk,Aceclofenac
906,Aceclofenac Viatris,Aceclofenac
907,Aceclofenac Zentiva,Aceclofenac
908,Aceclofenaco Cinfa,Aceclofenac
909,Aceclofenaco Kern Pharma,Aceclofenac
910,Aceclofenaco Normon,Aceclofenac
911,Aceclofenaco Stada,Aceclofenac
912,Aceclofenaco Vir,Aceclofenac
913,Aceclonac,Aceclofenac
914,Aceclonac,Aceclofenac
915,Acecomb,"Hydrochlorothiazide, Lisinopril"
916,Acecomb Mite,"Hydrochlorothiazide, Lisinopril"
917,Acecomb Semi,"Hydrochlorothiazide, Lisinopril"
918,Acecor,Acebutolol
919,Acecor,Acebutolol Hydrochloride
920,Acecort,Hydrocortisone
921,Acecort,Hydrocortisone
922,Acecort,Hydrocortisone
923,Acecort,Hydrocortisone
924,Acediur,"Captopril, Hydrochlorothiazide"
925,Acediur,"Enalapril Maleate, Hydrochlorothiazide"
926,Acedol,"Acetylsalicylic Acid, Caffeine"
927,Aceduo,"Adapalene, Benzoyl Peroxide"
928,Acefa,Cefoperazone
929,Aceflucil,Acetylcysteine
930,Ace-Hemmer Comp.,"Captopril, Hydrochlorothiazide"
931,Aceite De Ricino Reig Jofre,Castor Oil
932,Aceklik,Aceclofenac
933,Acelisino Comp. Forte,"Hydrochlorothiazide, Lisinopril"
934,Acelisino Comp. Mite,"Hydrochlorothiazide, Lisinopril"
935,Acelisino Comp. Semi,"Hydrochlorothiazide, Lisinopril"
936,Acelopam,Citalopram Hydrochloride
937,Acelyn,Ethinylestradiol
938,Acemap,Penfluridol
939,Acemap,Penfluridol
940,Acemetacin Heumann,Acemetacin
941,Acemetacin Heumann,Acemetacin
942,Acemetacin Stada,Acemetacin
943,Acemetax,Acemetacin
944,Acemin,Lisinopril
945,Acemis,Acetylcysteine
946,Acemis,Acetylcysteine
