kwdikos_farmakou,onoma_farmakou,
965,Acerin,,
966,Acerin Pro,,
967,Acerycal,,
968,Acesan,,
969,Acesil,,
970,Acesil T,,
971,Acesil Tamponat,,
972,Acesistem,,
973,Acetamol,,
974,Acetamol,,
975,Acetamol Adulti,,
976,Acetamol Adulti,,
977,Acetamol Bambini,,
978,Acetamol Prima Infanzia,,
979,Acetamol Prima Infanzia,,
980,Acetan,,
981,Acetar,,
982,Acetar,,
983,Acetat De Terlipresină Ever Pharma,,
984,Acétate D'abiratérone. Eg (Eurogenerics) Sa,,
985,Acetate De Cyproterone Arrow,,
986,Acetate De Terlipressine Ever Pharma,,
987,Acetato De Eslicarbazepina Alter,,
988,Acetato De Eslicarbazepina Aristo,,
989,Acetato De Eslicarbazepina Generis,,
990,Acetato De Eslicarbazepina Jubilant,,
991,Acetato De Eslicarbazepina Meditop 800 Mg Comprimidos,,
992,Acetato De Eslicarbazepina Mylan Pharma,,
993,Acetato De Eslicarbazepina Pentafarma,,
994,Acetato De Eslicarbazepina Pharmakern,,
995,Acetato De Glatirâmero Viatris,,
996,Acetato De Potasio B.Braun,,
997,Acetato Sódico Fresenius Kabi,,
998,Acetazolamid Agepha,,
999,Acetazolamida Arena,,
1000,Acetazolamide,,
1001,Acetazolamide Blumont Pharma,,
1002,Acetazolamide Crescent,,
1003,Acetazolamide Crescent Pharma,,
1004,Acetazolamide Crescent Pharma,,
1005,Acetazolamide Dawa,,
1006,Acetazolamide Mercury Pharma,,
1007,Acetazolamide Mercury Pharmaceuticals,,
1008,Acetazolamide Mercury Pharmaceuticals,,
1009,Acetazolamide Morningside Healthcare,,
1010,Acetazolamide Remedica,,
1011,Acetazolamide Tillomed,,
1012,Acetazolamide Ι.Φ.Ε.Τ.,,
1013,Acetensil,,
1014,Acetensil Plus,,
1015,Aceterin,,
1016,Aceterin,,
1017,Aceterin,,
1018,Aceterin Express,,
1019,Aceterin Express,,
1020,Acetilcisteína Abex,,
1021,Acetilcisteina Alter,,
1022,Acetilcisteína Alter,,
1023,Acetilcisteína Alter,,
1024,Acetilcisteină Arena,,
1025,Acetilcisteina Aristo,,
1026,Acetilcisteina Aurobindo Italia,,
1027,Acetilcisteína Aurovitas,,
1028,Acetilcisteina Azevedos,,
1029,Acetilcisteína Azevedos,,
1030,Acetilcisteína Bexal,,
1031,Acetilcisteína Bluepharma,,
1032,Acetilcisteina Cinfa,,
1033,Acetilcisteína Cinfa,,
1034,Acetilcisteina Coop,,
1035,Acetilcisteina Doc,,
1036,Acetilcisteina Doc Generici,,
1037,Acetilcisteina Eg,,
1038,Acetilcisteina Eg,,
1039,Acetilcisteína Exxelir,,
1040,Acetilcisteína Farmasierra,,
1041,Acetilcisteína Farmoz,,
1042,Acetilcisteína Generis,,
1043,Acetilcisteína Genkern,,
1044,Acetilcisteina Hexal A/S,,
1045,Acetilcisteina Hexal Ag,,
1046,Acetilcisteína Kern Pharma,,
1047,Acetilcisteína Kern Pharma,,
1048,Acetilcisteină Laropharm,,
1049,Acetilcisteína Mabo,,
1050,Acetilcisteína Normon,,
1051,Acetilcisteina Pensa,,
1052,Acetilcisteína Pensa,,
1053,Acetilcisteína Pharmakern,,
1054,Acetilcisteina Ratiopharm,,
1055,Acetilcisteina Ratiopharm,,
1056,Acetilcisteina Rompharm,,
1057,Acetilcisteína Sandoz,,
1058,Acetilcisteína Sandoz,,
1059,Acetilcisteina Sandoz Care,,
1060,Acetilcisteína Stada,,
1061,Acetilcisteina Tarbis,,
1062,Acetilcisteina Viatris,,
1063,Acetilcisteína Vitória,,
1064,Acetilcisteină Zentiva,,
1065,Acetilcisteina Zentiva Lab,,
1066,Acetilcolina Cusí,,
1067,Acetilsalicilatna Kiselina Bausch Health,,
1068,Acetilsalicilatna Kiselina G.L. Pharma,,
1069,Acetilsalicilato De Lisina Labesfal,,
1070,Acetilsalicilna Kislina Krka,,
1071,Acetilsalicilna Kislina Lek,,
1072,Acetilsalicilna Kislina Sandoz,,
1073,Acetilsalicilo Rūgštis Sanitas,,
1074,Acetilsalicilo Rūgštis Stirol,,
1075,Acetilsalicilskābe Stirol,,
1076,Acetolyt,,
1077,Acetolyt,,
1078,Acetylcysteïhe Sanias,,
1079,Acetylcystein,,
1080,Acetylcystein 1a Farma,,
1081,Acetylcystein Al,,
1082,Acetylcystein Alternova,,
1083,Acetylcystein Dr.Max,,
1084,Acetylcystein Dr.Max,,
1085,Acetylcystein Hexal,,
1086,Acetylcystein Hexal,,
1087,Acetylcystein Sad,,
1088,Acetylcystein Sandoz,,
1089,Acetylcystein Sandoz,,
1090,Acetylcystein Viatris,,
1091,Acetylcystein Viatris,,
1092,Acetylcysteine Ab,,
1093,Acetylcysteïne Alpex,,
1094,Acetylcysteïne Alpex,,
1095,Acetylcysteine Alpex Adultes,,
1096,Acetylcysteine Arrow,,
1097,Acetylcysteine Arrow,,
1098,Acetylcysteine Arrow Conseil,,
1099,Acetylcysteïne Auro,,
1100,Acetylcysteïne Aurobindo,,
1101,Acetylcysteïne Aurobindo Pharma,,
1102,Acetylcysteine Aurum Pharmaceuticals,,
1103,Acetylcysteine Biogaran Conseil,,
1104,Acetylcysteïne Birchwood,,
1105,Acetylcysteïne Bruis Teva,,
1106,Acetylcysteine Conseil Sans Sucre Zentiva,,
1107,Acetylcysteine Eg,,
1108,Acetylcysteine Eg,,
1109,Acetylcysteine Eg,,
1110,Acetylcysteine Ennogen Healthcare,,
1111,Acetylcysteine Ennogen Healthcare Limited,,
1112,Acetylcysteine Ennogen Ip,,
1113,Acetylcysteine Ennogen Ip,,
1114,Acetylcysteine Essential-Healthcare Ascot Laboratories (Ireland) Limited,,
1115,Acetylcysteine Ibsa,,
1116,Acetylcysteïne Leidapharm,,
1117,Acetylcysteine Linn,,
1118,Acetylcysteine Macure,,
1119,Acetylcysteine Macure,,
1120,Acetylcysteine Macure,,
1121,Acetylcysteine Macure,,
1122,Acetylcysteïne Marel,,
1123,Acetylcysteine Ratiopharm,,
1124,Acetylcysteine Ridge Pharma,,
1125,Acetylcysteïne Rxt,,
1126,Acetylcysteïne Rxt,,
1127,Acetylcysteïne Sam,,
1128,Acetylcysteine Sandoz,,
1129,Acetylcysteine Sandoz,,
1130,Acetylcysteïne Sandoz,,
1131,Acetylcysteïne Sanias,,
1132,Acetylcysteine Sans Sucre Bgr Conseil,,
1133,Acetylcysteine Sans Sucre Eg Labo Conseil,,
1134,Acetylcysteine Sans Sucre Teva Conseil,,
1135,Acetylcysteine Siromed,,
1136,Acetylcysteine Teva,,
1137,Acetylcysteine Teva,,
1138,Acetylcysteïne Teva,,
1139,Acetylcysteine Viatris Conseil,,
1140,Acetylcysteine Waymade,,
1141,Acetylcysteinum Flegamina,,
1142,Acetylleucine Biogaran,,
1143,Acetylleucine Teva,,
1144,Acetylleucine Viatris,,
1145,Acetylleucine Zentiva,,
1146,Acetylsalicylic Acid Aurobindo,,
1147,Acetylsalicylic Acid Bluefish,,
1148,Acetylsalicylic Acid Bluefish,,
1149,Acetylsalicylic Acid Krka,,
1150,Acetylsalicylic Acid Marel,,
1151,Acetylsalicylic Acid Nvt,,
1152,Acetylsalicylic Acid Nvt,,
1153,Acetylsalicylic Acid Santa,,
1154,"Acetylsalicylic Acid, Paracetamol, Coffeïne Leidapharm",,
1155,"Acetylsalicylic Acid, Paracetamol, Coffeïne Marel",,
1156,Acetylsalicylique Viatris,,
1157,Acetylsalicylsäure Adgc,,
1158,Acetylsalicylsäure G.L. Pharma,,
1159,Acetylsalicylsäure I.V. Panpharma,,
1160,Acetylsalicylsäure Panpharma,,
1161,Acetylsalicylsäure Panpharma,,
1162,Acetylsalicylsäure Zentiva Pharma,,
1163,Acetylsalicyls�ure G.L. Pharma,,
1164,Acetylsalicylsyra Abece,,
1165,Acetylsalicylsyra Evolan,,
1166,Acetylsalicylsyra G.L. Pharma,,
1167,Acetylsalicylsyra Teva,,
1168,Acetylsalicylsyre G.L. Pharma,,
1169,Acetylsalicylsyre Teva,,
1170,Acetylsalicylzuur Cardio,,
1171,Acetylsalicylzuur Cardio Aurobindo,,
1172,Acetylsalicylzuur Neuro Ratiopharm,,
1173,Acetylsalicylzuur Neuro Teva,,
1174,Acetylsalicylzuur Panmedica,,
1175,Acetylsalicylzuur Panpharma,,
1176,Acetylsalicylzuur Panpharma Panpharma,,
1177,Acetylsalicylzuur Ratiopharm,,
1178,Acetylsalicylzuur Teva,,
1179,"Acetylsalicylzuur, Paracetamol, Coffeïne Aurobindo",,
1180,"Acetylsalicylzuur, Paracetamol, Coffeïne Sameko",,
1181,Acetylsalisylsyre Actavis,,
1182,Acetylsalisylsyre Norfri,,
1183,Acevirex,,
1184,Acfol,,
1185,Acfol,,
1186,Achillea Comp.,,
1187,Acibel,,
1188,Acic,,
1189,Acic,,
1190,Acic,,
1191,Acic,,
1192,Acic,,
1193,Acic,,
1194,Acic,,
1195,Acic,,
1196,Acic,,
1197,Acic Cold Sore,,
1198,Acic Creme Bei Lippenherpes,,
1199,Aciclin,,
1200,Aciclin,,
1201,Aciclinlabiale,,
1202,Aciclo,,
1203,Aciclobene,,
1204,Aciclobene,,
1205,Aciclobeta,,
1206,Aciclodan,,
1207,Aciclodan,,
1208,Aciclosina,,
1209,Aciclostad,,
1210,Aciclostad,,
1211,Aciclostad,,
1212,Aciclostad,,
1213,Aciclostad Gegen Lippenherpes,,
1214,Aciclovax - Iv,,
1215,Aciclovir,,
1216,Aciclovir,,
1217,Aciclovir,,
1218,Aciclovir  Heumann,,
1219,Aciclovir +pharma,,
1220,Aciclovir 089pharm,,
1221,Aciclovir 1 A Pharma,,
1222,Aciclovir 1a Farma,,
1223,Aciclovir 1a Pharma,,
1224,Aciclovir 1a Pharma,,
1225,Aciclovir Ab,,
1226,Aciclovir Abc,,
1227,Aciclovir Abc,,
1228,Aciclovir Abz,,
1229,Aciclovir Accord,,
1230,Aciclovir Accord,,
1231,Aciclovir Accord,,
1232,Aciclovir Accord,,
1233,Aciclovir Accord,,
1234,Aciclovir Accord,,
1235,Aciclovir Accord,,
1236,Aciclovir Accord,,
1237,Aciclovir Accord,,
1238,Aciclovir Accord,,
1239,Aciclovir Accord,,
1240,Aciclovir Accord,,
1241,Aciclovir Accord,,
1242,Aciclovir Accord,,
1243,Aciclovir Accord,,
1244,Aciclovir Accord,,
1245,Aciclovir Accord,,
1246,Aciclovir Accord,,
1247,Aciclovir Accord,,
1248,Aciclovir Accord,,
1249,Aciclovir Accord,,
1250,Aciclovir Accord,,
1251,Aciclovir Accord Healthcare,,
1252,Aciclovir Accord Healthcare,,
1253,Aciclovir Accord Healthcare,,
1254,Aciclovir Accord-Uk,,
1255,Aciclovir Accord-Uk,,
1256,Aciclovir Accord-Uk Ltd,,
1257,Aciclovir Actavis,,
1258,Aciclovir Actavis,,
1259,Aciclovir Actavis,,
1260,Aciclovir Agepha,,
1261,Aciclovir Agepha,,
1262,Aciclovir Agepha,,
1263,Aciclovir Agepha,,
1264,Aciclovir Agepha,,
1265,Aciclovir Agepha,,
1266,Aciclovir Akut,,
1267,Aciclovir Al,,
1268,Aciclovir Al,,
1269,Aciclovir Al,,
1270,Aciclovir Al,,
1271,Aciclovir Alfasigma,,
1272,Aciclovir Alfasigma,,
1273,Aciclovir Almus,,
1274,Aciclovir Almus,,
1275,Aciclovir Almus,,
1276,Aciclovir Almus,,
1277,Aciclovir Almus Pharma,,
1278,Aciclovir Altan,,
1279,Aciclovir Altan,,
1280,Aciclovir Altan,,
1281,Aciclovir Alter,,
1282,Aciclovir Alter,,
1283,Aciclovir Alternova,,
1284,Aciclovir Alvogen,,
1285,Aciclovir Arena,,
1286,Aciclovir Aristo,,
1287,Aciclovir Aristo,,
1288,Aciclovir Aristo,,
1289,Aciclovir Arrow,,
1290,Aciclovir Arrow,,
1291,Aciclovir Arrow Conseil,,
1292,Aciclovir Arrow Generiques,,
1293,Aciclovir Aurobindo,,
1294,Aciclovir Aurobindo,,
1295,Aciclovir Aurobindo,,
1296,Aciclovir Aurobindo Italia,,
1297,Aciclovir Aurobindo Pharma,,
1298,Aciclovir Aurovitas,,
1299,Aciclovir Aurovitas,,
1300,Aciclovir Aurovitas,,
1301,Aciclovir Aurovitas,,
1302,Aciclovir Avianta Pharma,,
1303,Aciclovir Axone,,
1304,Aciclovir Azevedos,,
1305,Aciclovir Azevedos,,
1306,Aciclovir Azevedos,,
1307,Aciclovir Baxter,,
1308,Aciclovir Baxter,,
1309,Aciclovir Baxter,,
1310,Aciclovir Baxter,,
1311,Aciclovir Baxter,,
1312,Aciclovir Baxter Holding B.V,,
1313,Aciclovir Biogaran,,
1314,Aciclovir Biogaran,,
1315,Aciclovir Biogaran Conseil,,
1316,Aciclovir Bluepharma,,
1317,Aciclovir Brill Pharma,,
1318,Aciclovir Cf,,
1319,Aciclovir Cf,,
1320,Aciclovir Ciclum,,
1321,Aciclovir Cinfa,,
1322,Aciclovir Conseil Cristers,,
1323,Aciclovir Corzil Laboratórios Azevedos – Indústria Farmacêutica,,
1324,Aciclovir Creme 1 A Pharma,,
1325,Aciclovir Crescent Pharma,,
1326,Aciclovir Crescent Pharma Limited,,
1327,Aciclovir Cristers,,
1328,Aciclovir Cristers,,
1329,Aciclovir Cristers,,
1330,Aciclovir Ct,,
1331,Aciclovir Cuve,,
1332,Aciclovir Dawa,,
1333,Aciclovir Demo Pharma Uk,,
1334,Aciclovir Doc Generici,,
1335,Aciclovir Doc Generici,,
1336,Aciclovir Dorom,,
1337,Aciclovir Dorom,,
1338,Aciclovir Eg,,
1339,Aciclovir Eg,,
1340,Aciclovir Eg,,
1341,Aciclovir Eg,,
1342,Aciclovir Eg,,
1343,Aciclovir Eg,,
1344,Aciclovir Eg,,
1345,Aciclovir Egis Pharmaceuticals,,
1346,Aciclovir Egis Pharmaceuticals,,
1347,Aciclovir Ethypharm,,
1348,Aciclovir Farmaprojects,,
1349,Aciclovir Farmex,,
1350,Aciclovir Fiterman,,
1351,Aciclovir Generis,,
1352,Aciclovir Generis,,
1353,Aciclovir Generis Phar,,
1354,Aciclovir Germed,,
1355,Aciclovir Gsk,,
1356,Aciclovir Gsk,,
1357,Aciclovir Gsk,,
1358,Aciclovir Gsk,,
1359,Aciclovir Heumann,,
1360,Aciclovir Heumann,,
1361,Aciclovir Hikma,,
1362,Aciclovir Hikma,,
1363,Aciclovir Hikma,,
1364,Aciclovir Hikma,,
1365,Aciclovir Hikma,,
1366,Aciclovir Hikma,,
1367,Aciclovir Hikma,,
1368,Aciclovir Hikma,,
1369,Aciclovir Hikma,,
1370,Aciclovir Hikma Farmacêutica (Portugal),,
1371,Aciclovir Hospira,,
1372,Aciclovir Hospira,,
1373,Aciclovir Hospira,,
1374,Aciclovir Hospira Uk,,
1375,Aciclovir I.V Gsk,,
1376,Aciclovir I.V. Gsk,,
1377,Aciclovir Jelfa,,
1378,Aciclovir Jonax Stada,,
1379,Aciclovir Kent Pharma Uk,,
1380,Aciclovir Kern Pharma,,
1381,Aciclovir Kern Pharma,,
1382,Aciclovir Kern Pharma,,
1383,Aciclovir Labesfal,,
1384,Aciclovir Labialis Eg,,
1385,Aciclovir Labialis Teva,,
1386,Aciclovir Laboratórios Azevedos - Indústria Farmacêutica,,
1387,Aciclovir Laropharm,,
1388,Aciclovir Lippenherpescreme Ratiopharm,,
1389,Aciclovir Lippenherpescreme Ratiopharm,,
1390,Aciclovir Livixon,,
1391,Aciclovir Mabo,,
1392,Aciclovir Mabo,,
1393,Aciclovir Medochemie,,
1394,Aciclovir Medochemie,,
1395,Aciclovir Mercury Pharmaceuticals,,
1396,Aciclovir Milpharm,,
1397,Aciclovir Mylan Generics,,
1398,Aciclovir Mylan Generics,,
1399,Aciclovir Noridem,,
1400,Aciclovir Noridem,,
1401,Aciclovir Noridem,,
1402,Aciclovir Noridem,,
1403,Aciclovir Noridem,,
1404,Aciclovir Noridem,,
1405,Aciclovir Noridem,,
1406,Aciclovir Noridem,,
1407,Aciclovir Noridem,,
1408,Aciclovir Noridem,,
1409,Aciclovir Noridem,,
1410,Aciclovir Noridem,,
1411,Aciclovir Noridem,,
1412,Aciclovir Noridem,,
1413,Aciclovir Noridem,,
1414,Aciclovir Noridem,,
1415,Aciclovir Noridem,,
1416,Aciclovir Noridem,,
1417,Aciclovir Noridem,,
1418,Aciclovir Noridem Enterprises,,
1419,Aciclovir Normon,,
1420,Aciclovir Normon,,
1421,Aciclovir Olikla,,
1422,Aciclovir Olikla,,
1423,Aciclovir Olikla,,
1424,Aciclovir Orion,,
1425,Aciclovir Pensa,,
1426,Aciclovir Pensa,,
1427,Aciclovir Pensa,,
1428,Aciclovir Pensa,,
1429,Aciclovir Pensa Pharma,,
1430,Aciclovir Pfizer,,
1431,Aciclovir Pfizer,,
1432,Aciclovir Pfizer,,
1433,Aciclovir Pfizer,,
1434,Aciclovir Pfizer Healthcare Ireland,,
1435,Aciclovir Pinewood Laboratories Limited,,
1436,Aciclovir Puren,,
1437,Aciclovir Quattro Pharma,,
1438,Aciclovir Ranbaxy,,
1439,Aciclovir Ranbaxy,,
1440,Aciclovir Ratiopharm,,
1441,Aciclovir Ratiopharm,,
1442,Aciclovir Ratiopharm,,
1443,Aciclovir Ratiopharm,,
1444,Aciclovir Ratiopharm,,
1445,Aciclovir Reig Jofre,,
1446,Aciclovir Relonchem,,
1447,Aciclovir Richter,,
1448,Aciclovir Rompharm,,
1449,Aciclovir Rompharm,,
1450,Aciclovir Rosemont Pharmaceuticals,,
1451,Aciclovir Sala,,
1452,Aciclovir Sandoz,,
1453,Aciclovir Sandoz,,
1454,Aciclovir Sandoz,,
1455,Aciclovir Sandoz,,
1456,Aciclovir Sandoz,,
1457,Aciclovir Sandoz,,
1458,Aciclovir Sandoz,,
1459,Aciclovir Sandoz,,
1460,Aciclovir Sandoz Care,,
1461,Aciclovir Sandoz Conseil,,
1462,Aciclovir Siromed,,
1463,Aciclovir Siromed Stada Arzneimittel,,
1464,Aciclovir Slavia,,
1465,Aciclovir Slavia,,
1466,Aciclovir Sodium Hfa Holdings,,
1467,Aciclovir Stada,,
1468,Aciclovir Stada Genéricos,,
1469,Aciclovir Stada Genéricos,,
1470,Aciclovir Sun Pharma Uk,,
1471,Aciclovir Syri,,
1472,Aciclovir Syri Pharma,,
1473,Aciclovir Tedec,,
1474,Aciclovir Terapia,,
1475,Aciclovir Terapia,,
1476,Aciclovir Teva,,
1477,Aciclovir Teva,,
1478,Aciclovir Teva,,
1479,Aciclovir Teva,,
1480,Aciclovir Teva,,
1481,Aciclovir Tis,,
1482,Aciclovir Tolife,,
1483,Aciclovir Unifarma,,
1484,Aciclovir Vectans Pharma,,
1485,Aciclovir Viatris,,
1486,Aciclovir Viatris,,
1487,Aciclovir Viatris,,
1488,Aciclovir Viatris,,
1489,Aciclovir Viatris,,
1490,Aciclovir Vida,,
1491,Aciclovir Vida,,
1492,Aciclovir Vir,,
1493,Aciclovir Vir Pharma,,
1494,Aciclovir Virostad,,
1495,Aciclovir Vitória,,
1496,Aciclovir Vocate,,
1497,Aciclovir Wockhardt Uk,,
1498,Aciclovir Wockhardt Uk,,
1499,Aciclovir Zentiva,,
1500,Aciclovir Zentiva,,
1501,Aciclovir Zentiva,,
1502,Aciclovir Ziaja,,
1503,Aciclovir Zydus,,
1504,Aciclovir Zydus,,
1505,Acicutan,,
1506,Acid Acetilsalicilic Biofarm,,
1507,Acid Acetilsalicilic Krka,,
1508,Acid Acetilsalicilic Labormed,,
1509,Acid Acetilsalicilic Laropharm,,
1510,Acid Acetilsalicilic Mcc,,
1511,Acid Acetilsalicilic Richter,,
1512,Acid Acetilsalicilic Sanosan,,
1513,Acid Acetilsalicilic T,,
1514,Acid Acetilsalicilic T,,
1515,Acid Acetilsalicilic Tamponat Mcc,,
1516,Acid Acetilsalicilic Zentiva,,
1517,Acid Alendronic/Colecalciferol Accord,,
1518,Acid Alendronic/Colecalciferol Zentiva,,
1519,Acid Ascorbic Arena,,
1520,Acid Ibandronic Stada,,
1521,Acid Tioctic Rompharm,,
1522,Acid Tioctic Zentiva,,
1523,Acid Tranexamic Kabi,,
1524,Acid Zoledronic Accord,,
1525,Acid Zoledronic Fresenius Kabi,,
1526,Acid Zoledronic Rompharm,,
1527,Acida,,
1528,Acidal,,
1529,Acidcare,,
1530,Acide Acetylsalicylique Biogaran,,
1531,Acide Acetylsalicylique Ibsa,,
1532,Acide Acetylsalicylique Panpharma,,
1533,Acide Acetylsalicylique Panpharma,,
1534,Acide Acétylsalicylique Panpharma,,
1535,Acide Acétylsalicylique Panpharma,,
1536,Acide Acetylsalicylique Sandoz,,
1537,Acide Alendronique Alter,,
1538,Acide Alendronique Arrow Lab,,
1539,Acide Alendronique Biogaran,,
1540,Acide Alendronique Cristers,,
1541,Acide Alendronique Cristers,,
1542,Acide Alendronique Eg,,
1543,Acide Alendronique Teva Sante,,
1544,Acide Alendronique Viatris,,
1545,Acide Alendronique Zentiva,,
1546,Acide Alendronique/Cholecalciferol (Vitamine D3) Biogaran,,
1547,Acide Alendronique/Cholecalciferol (Vitamine D3) Cristers,,
1548,Acide Alendronique/Cholecalciferol (Vitamine D3) Cristers,,
1549,Acide Alendronique/Cholecalciferol (Vitamine D3) Eg,,
1550,Acide Alendronique/Cholecalciferol (Vitamine D3) Evolugen,,
1551,Acide Alendronique/Cholecalciferol (Vitamine D3) Medipha,,
1552,Acide Alendronique/Cholécalciférol Vitamine D3 Zentiva,,
1553,Acide Alendronique/Vitamine D3 Arrow,,
1554,Acide Alendronique/Vitamine D3 Bgr,,
1555,Acide Alendronique/Vitamine D3 Teva Sante,,
1556,Acide Alendronique/Vitamine D3 Viatris,,
1557,Acide Alendronique/Vitamine Viatris,,
1558,Acide Carglumique Tillomed,,
1559,Acide Carglumique Waymade,,
1560,Acide Folique Arrow,,
1561,Acide Folique Biogaran,,
1562,Acide Folique Ccd,,
1563,Acide Folique Viatris,,
1564,Acide Fusidique Arrow,,
1565,Acide Fusidique Bgr,,
1566,Acide Fusidique Eg,,
1567,Acide Fusidique Sandoz,,
1568,Acide Fusidique Viatris,,
1569,Acide Fusidique Zentiva,,
1570,Acide Gadoterique Guerbet,,
1571,Acide Mycophenolique Tillomed,,
1572,Acide Tiaprofenique Arrow,,
1573,Acide Tiaprofenique Arrow,,
1574,Acide Tiaprofenique Zentiva,,
1575,Acide Tranexamique Accord,,
1576,Acide Tranexamique Aguettant,,
1577,Acide Tranexamique Arrow,,
1578,Acide Tranexamique Kabi,,
1579,Acide Tranexamique La Colina,,
1580,Acide Tranexamique Stragen,,
1581,Acide Tranexamique Tillomed,,
1582,Acide Tranexamique Viatris,,
1583,Acide Tranexamique Viatris Santé,,
1584,Acide Ursodesoxycholique Arrow,,
1585,Acide Ursodesoxycholique Biogaran,,
1586,Acide Ursodesoxycholique Grindeks,,
1587,Acide Ursodesoxycholique Medipha,,
1588,Acide Ursodesoxycholique Substipharm,,
1589,Acide Ursodesoxycholique Teva,,
1590,Acide Ursodesoxycholique Teva,,
1591,Acide Ursodesoxycholique Viatris,,
1592,Acide Zoledronique Altan,,
1593,Acide Zoledronique Biogaran,,
1594,Acide Zoledronique Biogaran,,
1595,Acide Zolédronique Fresenius Kabi,,
1596,Acide Zolédronique Fresenius Kabi,,
1597,Acide Zolédronique Fresenius Kabi,,
1598,Acide Zoledronique Sandoz,,
1599,Acide Zoledronique Seacross,,
1600,Acide Zoledronique Tillomed,,
1601,Acide Zoledronique Viatris,,
1602,Acide Zoledronique Zentiva Lab,,
1603,Acidex,,
1604,Acidex,,
1605,Acidex Advance (Aniseed Flavour),,
1606,Acidex Advance (Peppermint Flavour),,
1607,Acidex Advance Heartburn And Indigestion Relief Aniseed Flavour,,
1608,Acidex Advance Heartburn And Indigestion Relief Peppermint Flavour,,
1609,Acidexa,,
1610,Acidi Borici Fono Viii. Naturland,,
1611,Ácido Acetilsalicílico Alter,,
1612,Ácido Acetilsalicílico Aristo,,
1613,Ácido Acetilsalicílico Aristo,,
1614,Acido Acetilsalicilico Aurobindo,,
1615,Ácido Acetilsalicílico Aurovitas,,
1616,Ácido Acetilsalicílico Aurovitas Spain,,
1617,Ácido Acetilsalicílico Biofarmoz,,
1618,Ácido Acetilsalicílico Bluepharma,,
1619,Ácido Acetilsalicílico Cinfa,,
1620,Ácido Acetilsalicílico Cinfamed,,
1621,Acido Acetilsalicilico Doc Generici,,
1622,Acido Acetilsalicilico E Acido Ascorbico Coop,,
1623,Acido Acetilsalicilico Eg,,
1624,Ácido Acetilsalicílico Farmalider,,
1625,Ácido Acetilsalicílico Farmoz,,
1626,Ácido Acetilsalicílico Generis,,
1627,Ácido Acetilsalicílico Kern Pharma,,
1628,Acido Acetilsalicilico Krka,,
1629,Ácido Acetilsalicílico Krka,,
1630,Ácido Acetilsalicílico Krka,,
1631,Acido Acetilsalicilico L.F.M.,,
1632,Ácido Acetilsalicílico Liderfen,,
1633,Ácido Acetilsalicílico Lumec,,
1634,Acido Acetilsalicilico Mylan,,
1635,Ácido Acetilsalicílico Mylan,,
1636,Ácido Acetilsalicílico Odipe,,
1637,Acido Acetilsalicilico Panpharma,,
1638,Acido Acetilsalicilico Pensa,,
1639,Ácido Acetilsalicílico Pensa,,
1640,Ácido Acetilsalicílico Pensa Pharma,,
1641,Ácido Acetilsalicílico Pentafarma,,
1642,Ácido Acetilsalicilico Pharmakern,,
1643,Ácido Acetilsalicílico Ratio,,
1644,Ácido Acetilsalicílico Ratiopharm,,
1645,Ácido Acetilsalicílico Sandoz,,
1646,Acido Acetilsalicilico Sandoz Gmbh,,
1647,Ácido Acetilsalicílico Stada,,
1648,Ácido Acetilsalicílico Tarbis,,
1649,Acido Acetilsalicilico Tecnigen,,
1650,Ácido Acetilsalicílico Tecnigen,,
1651,Ácido Acetilsalicílico Teva,,
1652,Acido Acetilsalicilico Teva Italia,,
1653,Ácido Acetilsalicílico Tolife,,
1654,Ácido Acetilsalicílico Viatris,,
1655,Acido Acetilsalicilico Zentiva Italia,,
1656,Ácido Alendrónico /Colecalciferol Semanal Stada,,
1657,Ácido Alendrónico + Colecalciferol Aurobindo,,
1658,Ácido Alendrónico + Colecalciferol Azevedos,,
1659,Ácido Alendrónico + Colecalciferol Bluepharma,,
1660,Ácido Alendrónico + Colecalciferol Ciclum,,
1661,Ácido Alendrónico + Colecalciferol Ciclum,,
1662,Ácido Alendrónico + Colecalciferol Farmoz,,
1663,Ácido Alendrónico + Colecalciferol Generis,,
1664,Ácido Alendrónico + Colecalciferol Lumec,,
1665,Ácido Alendrónico + Colecalciferol Mylan,,
1666,Ácido Alendrónico + Colecalciferol Pensa,,
1667,Ácido Alendrónico + Colecalciferol Pentafarma,,
1668,Ácido Alendrónico + Colecalciferol Pharmakern,,
1669,Ácido Alendrónico + Colecalciferol Ratiopharm,,
1670,Ácido Alendrónico + Colecalciferol Sandoz,,
1671,Ácido Alendrónico + Colecalciferol Tolife,,
1672,Ácido Alendrónico + Colecalciferol Zentiva,,
1673,Ácido Alendrónico + Colecalciferol Zintem,,
1674,Acido Alendronico Alter,,
1675,Acido Alendronico Aurobindo,,
1676,Ácido Alendrónico Aurobindo,,
1677,Ácido Alendrónico Azevedos,,
1678,Ácido Alendrónico Basi,,
1679,Ácido Alendrónico Beapy,,
1680,Ácido Alendrónico Bluefish,,
1681,Ácido Alendrónico Bluepharma,,
1682,Ácido Alendrónico Ciclum,,
1683,Acido Alendronico E Colecalciferolo Aurobindo,,
1684,Acido Alendronico E Colecalciferolo Eg,,
1685,Ácido Alendrónico Farmoz,,
1686,Acido Alendronico Fg,,
1687,Ácido Alendrónico Generis,,
1688,Ácido Alendrónico Generis Phar,,
1689,Ácido Alendrónico Germed,,
1690,Ácido Alendrónico Gp,,
